"id","USyV","Suelos","Grad_Pend","P_sum","Esc_sum","Agua_D","Agua_D_log","P_cat","Esc_cat","Agua_D_cat","cobertura","suelo","pendiente","precipitacion","escorrentia","aporte"
348,"Sec Bosque Tropical","Regosol","6°-15°",6588891.91662598,2028671.3336792,2028671.33,14.52289211242,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
349,"Pastizal","Regosol","15°-35°",4899628.50817871,1586113.21194458,118094257.94,18.5869936681316,"Alta","Alta","Alta","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_alto"
350,"Pastizal","Regosol","15°-35°",4303586.48632812,1388583.85446167,119482841.79,18.5986833440489,"Alta","Alta","Alta","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_alto"
351,"Pastizal","Phaeozem","1°-3°",342939.797241211,104066.520782471,115780724.51,18.5672086628764,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_alto"
352,"Pastizal","Phaeozem","1°-3°",907465.25012207,267494.589263916,121255218.75,18.6134081363398,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_alto"
353,"Pastizal","Phaeozem","1°-3°",929276.094116211,274730.259338379,115676657.99,18.5663094344742,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_alto"
354,"Pastizal","Phaeozem","1°-3°",2403914.12573242,727420.216705322,116508144.73,18.5734717489549,"Alta","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_media","aporte_alto"
355,"Sec Bosque Tropical","Leptosol","6°-15°",1745043.47949219,489443.497497559,198658882.73,19.1070997597384,"Media","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_alto"
356,"Sec Bosque Tropical","Leptosol","15°-35°",3009957.13537598,833573.223083496,198169439.23,19.1046329814434,"Alta","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_alto"
357,"Pastizal","Phaeozem","3°-6°",1502632.41809082,433875.827331543,433875.83,12.9805159709599,"Media","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_media","aporte_bajo"
358,"Pastizal","Phaeozem","1°-3°",1661434.32202148,478880.210083008,99274619.04,18.413400507626,"Media","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_alto"
359,"Pastizal","Phaeozem","3°-6°",2190662.64953613,617897.662689209,96548065.19,18.3855515375341,"Alta","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_media","prec_alta","esc_media","aporte_alto"
360,"Pastizal","Phaeozem","1°-3°",831654.349731445,249578.906524658,40133960.82,17.507733462015,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_alto"
361,"Pastizal","Phaeozem","3°-6°",789042.540527344,237403.617950439,237403.62,12.377521221794,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_bajo"
362,"Sec Bosque Tropical","Leptosol","15°-35°",1024280.09375,307387.094940186,307387.09,12.635866365029,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
363,"Pastizal","Phaeozem","15°-35°",1923193.09155273,580124.589477539,580124.59,13.2709998935652,"Media","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_alta","prec_media","esc_media","aporte_bajo"
364,"Sec Bosque Tropical","Leptosol","15°-35°",4657192.046875,1313884.34246826,1313884.34,14.0884992139453,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
365,"Sec Bosque Tropical","Leptosol","15°-35°",2265467.33325195,562835.886871338,251661387.98,19.3435950473849,"Alta","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_alto"
366,"Sec Bosque Tropical","Leptosol","15°-35°",1921497.26428223,537938.205810547,537938.21,13.1955008401947,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
367,"Sec Bosque Tropical","Regosol","6°-15°",3133123.71398926,970333.271850586,970333.27,13.7853958993632,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_bajo"
368,"Pastizal","Regosol","6°-15°",1618905.61035156,417418.346710205,2948007.04,14.8966402595604,"Media","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
369,"Pastizal","Phaeozem","3°-6°",1123797.79516602,331939.761291504,1806060.56,14.4066590987569,"Media","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_baja","aporte_medio"
370,"Sec Bosque Tropical","Regosol","6°-15°",3817693.9473877,1204255.69372559,2174588.96,14.5923506805941,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
371,"Pastizal","Regosol","6°-15°",1437677.15869141,452200.948730469,7528909.1,15.8342608482642,"Media","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
372,"Bosque de Encino","Regosol","15°-35°",3672639.90856934,1065848.09979248,1065848.1,13.8792823164645,"Alta","Alta","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
373,"Sec Bosque Tropical","Regosol","15°-35°",2740167.03759766,750149.891296387,2530588.69,14.7439629125964,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_medio"
374,"Sec Bosque Tropical","Regosol","15°-35°",2367736.58447266,658041.396118164,658041.4,13.3970246459214,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_bajo"
375,"Sec Bosque Tropical","Regosol","15°-35°",3262744.21887207,936182.589569092,936182.59,13.7495668793886,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
376,"Pastizal","Phaeozem","1°-3°",1244122.0904541,410064.325164795,38254838.21,17.4597806255286,"Media","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_alto"
377,"Sec Bosque Tropical","Phaeozem","1°-3°",574179.363037109,180219.529815674,5416140.08,15.5048941419794,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
378,"Pastizal","Phaeozem","1°-3°",872938.704589844,285165.038452148,3780021.44,15.1452405040861,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
379,"Sec Bosque Tropical","Phaeozem","1°-3°",2519743.01379395,808931.030731201,12541527.84,16.3445560028032,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_media","aporte_medio"
380,"Agricultura","Cambisol","1°-3°",1095272.87731934,388425.609130859,2207737.45,14.6074792237468,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_media","aporte_medio"
381,"Pastizal","Phaeozem","3°-6°",912763.305053711,299624.957427979,41837694.59,17.5493082994833,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto"
382,"Pastizal","Regosol","6°-15°",2368036.29101562,818521.108154297,818521.11,13.6152556882568,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
383,"Pastizal","Phaeozem","1°-3°",2228192.42492676,727849.990203857,2151610.98,14.5817278773152,"Alta","Media","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_media","aporte_medio"
384,"Pastizal","Regosol","6°-15°",2368685.65515137,809217.932556152,1481198.74,14.2083629524882,"Alta","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
385,"Sec Bosque Tropical","Phaeozem","3°-6°",1187091.08044434,389324.474243164,389324.47,12.8721709565804,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_media","esc_media","aporte_bajo"
386,"Agricultura","Cambisol","1°-3°",2043523.61047363,703120.123474121,3793012.17,15.1486712928506,"Alta","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_alta","esc_media","aporte_medio"
387,"Sec Bosque Tropical","Regosol","6°-15°",1967078.68969727,655966.244445801,2137164.98,14.5749912009155,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
388,"Agricultura","Cambisol","1°-3°",1560335.54931641,531034.907714844,12408732.32,16.3339110826724,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_media","aporte_medio"
389,"Sec Bosque Tropical","Regosol","1°-3°",901624.780273438,302091.841796875,49870208.01,17.7249343686104,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_alto"
390,"Pastizal","Regosol","6°-15°",3484286.57507324,1197617.06036377,1197617.06,13.9958451921342,"Alta","Alta","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_bajo"
391,"Sec Bosque Tropical","Regosol","6°-15°",1768742.90112305,576450.699005127,576450.7,13.2646468337417,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
392,"Pastizal","Phaeozem","1°-3°",1629457.24633789,536264.371490479,51723603.56,17.7614248031749,"Media","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_alto"
393,"Pastizal","Cambisol","1°-3°",1667722.23461914,555342.873535156,20245335.88,16.823435047468,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_media","aporte_medio"
394,"Pastizal","Regosol","1°-3°",3503948.49511719,1201081.80255127,21446417.68,16.8810682280933,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_alta","esc_alta","aporte_medio"
395,"Agricultura","Cambisol","1°-3°",1931103.41308594,639156.404846191,19689993.01,16.7956211463999,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_media","aporte_medio"
396,"Agricultura","Phaeozem","1°-3°",1137078.76269531,356091.514312744,39384630.27,17.488886228882,"Media","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_baja","aporte_alto"
397,"Pastizal","Regosol","1°-3°",1692476.28857422,543343.313354492,543343.31,13.2054984863648,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_media","aporte_bajo"
398,"Pastizal","Regosol","6°-15°",4243525.68688965,1384482.01239014,30781702.24,17.2424310207765,"Alta","Alta","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_alto"
399,"Pastizal","Cambisol","1°-3°",2678060.62072754,882419.54800415,24148426.58,16.9997298253841,"Alta","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_alta","esc_media","aporte_medio"
400,"Pastizal","Regosol","1°-3°",804505.67578125,247331.021759033,35824084.1,17.3941309933203,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_alto"
401,"Pastizal","Regosol","1°-3°",1189639.53393555,361752.880401611,36185836.98,17.4041783842289,"Media","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_baja","aporte_alto"
402,"Pastizal","Cambisol","1°-3°",5634413.59179687,1819589.3453064,23266007.03,16.9625039704976,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_alta","esc_alta","aporte_medio"
403,"Sec Bosque Tropical","Regosol","6°-15°",1625380.58056641,526173.595916748,526173.6,13.1733883758037,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
404,"Sec Bosque Tropical","Regosol","6°-15°",1347094.87487793,430061.374908447,4325982.08,15.2801499742531,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
405,"Sec Bosque Tropical","Regosol","6°-15°",1155498.25305176,344856.62298584,344856.62,12.750886915179,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
406,"Sec Bosque Tropical","Regosol","15°-35°",2181515.46191406,638235.452819824,638235.45,13.3664641049528,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_bajo"
407,"Bosque de Encino","Regosol","15°-35°",960698.677124023,278893.317138672,278893.32,12.5385882076857,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
408,"Sec Bosque Tropical","Regosol","6°-15°",2352284.84777832,720952.484375,3231347.86,14.9884102117418,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
409,"Bosque de Encino","Regosol","15°-35°",1003658.78564453,279374.953369141,279374.95,12.5403136447916,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
410,"Bosque de Encino","Regosol","15°-35°",3586527.59399414,1015269.48883057,1015269.49,13.830665627566,"Alta","Alta","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
411,"Sec Bosque Tropical","Regosol","6°-15°",1079234.5769043,320822.077728271,3552169.94,15.0830695069362,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
412,"Sec Bosque Tropical","Regosol","15°-35°",3621230.9876709,1137830.78689575,7076708.15,15.7723195482905,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_medio"
413,"Bosque de Encino","Regosol","15°-35°",4027602.92956543,1122397.39529419,1122397.4,13.9309783822526,"Alta","Alta","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
414,"Bosque de Encino","Regosol","15°-35°",819892.839355469,231094.171447754,1524147.38,14.2369463726941,"Baja","Baja","Media","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_medio"
415,"Bosque de Encino","Regosol","6°-15°",3456679.96765137,991483.407287598,3424156.15,15.0463659118027,"Alta","Alta","Media","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
416,"Bosque de Encino","Regosol","15°-35°",1618190.88659668,455751.283996582,455751.28,13.0297046952711,"Media","Media","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
417,"Sec Bosque Templado","Regosol","15°-35°",1493854.67382812,423059.903442383,423059.9,12.9552714192967,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
418,"Bosque de Encino","Regosol","15°-35°",4576776.6105957,1293053.21121216,1293053.21,14.0725175826292,"Alta","Alta","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
419,"Sec Bosque Tropical","Regosol","6°-15°",1188113.05871582,335763.501800537,1179877.99,13.9809224403357,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
420,"Sec Bosque Tropical","Regosol","15°-35°",1292396.1685791,365876.835540771,365876.84,12.8100547861779,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_bajo"
421,"Sec Bosque Templado","Regosol","15°-35°",1284200.99133301,366592.067443848,366592.07,12.8120077107721,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_bajo"
422,"Sec Bosque Templado","Regosol","6°-15°",1621812.99377441,459462.537872314,459462.54,13.0378148705133,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
423,"Bosque de Encino","Regosol","15°-35°",3554655.30004883,1013367.6098938,1013367.61,13.8287905966084,"Alta","Alta","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
424,"Sec Bosque Tropical","Regosol","3°-6°",1033888.45336914,259435.673583984,2244597.88,14.6240373905888,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
425,"Sec Bosque Tropical","Regosol","3°-6°",1623098.73156738,362184.949798584,1023875.13,13.8391061104676,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
426,"Pastizal","Regosol","3°-6°",1539672.32629395,331185.923309326,331185.92,12.7104382079598,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
427,"Sec Bosque Tropical","Phaeozem","3°-6°",2343794.99108887,506172.694656372,12497076.19,16.3410053501312,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_alta","esc_media","aporte_medio"
